t,m
0,0.9914
1000,0.9908
2000,0.992
3000,0.9914
4000,0.993
5000,0.9932
6000,0.993
7000,0.9926
8000,0.9924
9000,0.9926
10000,0.9934
11000,0.9926
12000,0.9924
13000,0.9912
14000,0.991
15000,0.9908
16000,0.991
17000,0.9898
18000,0.9898
19000,0.99
20000,0.9902
21000,0.9898
22000,0.9906
23000,0.99
24000,0.9894
25000,0.989
26000,0.9892
27000,0.9898
28000,0.99
29000,0.9912
30000,0.9918
31000,0.9908
32000,0.9902
33000,0.9906
34000,0.9902
35000,0.9898
36000,0.9894
37000,0.9894
38000,0.9894
39000,0.9902
40000,0.9904
41000,0.9906
42000,0.9906
43000,0.992
44000,0.9914
45000,0.991
46000,0.9906
47000,0.9914
48000,0.9918
49000,0.9912
50000,0.9918
51000,0.992
52000,0.9912
53000,0.9904
54000,0.9894
55000,0.9894
56000,0.989
57000,0.9894
58000,0.9898
59000,0.9896
60000,0.9908
61000,0.9918
62000,0.9916
63000,0.9914
64000,0.9916
65000,0.9922
66000,0.9918
67000,0.9914
68000,0.9916
69000,0.9916
70000,0.9918
71000,0.992
72000,0.99
73000,0.9906
74000,0.9914
75000,0.9908
76000,0.9902
77000,0.9898
78000,0.9894
79000,0.989
80000,0.9882
81000,0.9886
82000,0.9888
83000,0.9886
84000,0.9878
85000,0.9878
86000,0.9878
87000,0.9886
88000,0.9878
89000,0.9874
90000,0.9878
91000,0.9888
92000,0.9886
93000,0.9888
94000,0.9904
95000,0.9902
96000,0.9894
97000,0.989
98000,0.9892
99000,0.9882
