t,m
0,0.9894
1000,0.9882
2000,0.989
3000,0.9886
4000,0.989
5000,0.9888
6000,0.9882
7000,0.9878
8000,0.989
9000,0.9896
10000,0.9894
11000,0.989
12000,0.9882
13000,0.9884
14000,0.9888
15000,0.987
16000,0.9864
17000,0.9864
18000,0.9856
19000,0.987
20000,0.9874
21000,0.9876
22000,0.9868
23000,0.9864
24000,0.9862
25000,0.9864
26000,0.9856
27000,0.986
28000,0.9846
29000,0.9858
30000,0.9858
31000,0.986
32000,0.985
33000,0.985
34000,0.9838
35000,0.984
36000,0.9844
37000,0.9842
38000,0.984
39000,0.9842
40000,0.985
41000,0.9852
42000,0.984
43000,0.985
44000,0.985
45000,0.9858
46000,0.986
47000,0.9868
48000,0.9878
49000,0.987
50000,0.9864
51000,0.9868
52000,0.9858
53000,0.9868
54000,0.9856
55000,0.9866
56000,0.9868
57000,0.988
58000,0.9878
59000,0.9868
60000,0.9876
61000,0.987
62000,0.9866
63000,0.9888
64000,0.9884
65000,0.9874
66000,0.9872
67000,0.9872
68000,0.9862
69000,0.9862
70000,0.9862
71000,0.9868
72000,0.9874
73000,0.988
74000,0.9886
75000,0.9886
76000,0.9882
77000,0.987
78000,0.9866
79000,0.9872
80000,0.9868
81000,0.9874
82000,0.987
83000,0.9874
84000,0.9876
85000,0.987
86000,0.9876
87000,0.9874
88000,0.9872
89000,0.9872
90000,0.9884
91000,0.9888
92000,0.988
93000,0.9864
94000,0.9862
95000,0.9852
96000,0.9858
97000,0.9852
98000,0.9848
99000,0.9854
